Player;_x;Apps_x;Mins_x;Goals_x;Assists_x;Yel;Red;SpG_x;PS%_x;AerialsWon;MotM;Rating_x;_y;Apps_y;Mins_y;Tackles;Inter;Fouls;Offsides;Clear;Drb_x;Blocks;OwnG;Rating_y;_x;Apps_x;Mins_x;Goals_y;Assists_y;SpG_y;KeyP_x;Drb_y;Fouled;Off;Disp;UnsTch;Rating_x;_y;Apps_y;Mins_y;Assists;KeyP_y;AvgP;PS%_y;Crosses;LongB;ThrB;Rating_y
"224
Ricard Sánchez
Granada, 24, D(R)";;20(3);1801;3;-;5;-;0.4;76.4;0.8;-;6.48;;20(3);1801;1;0.4;0.9;0.3;1.5;0.4;0.1;-;6.48;;20(3);1801;3;-;0.4;0.8;0.6;0.8;0.1;0.5;1.3;6.48;;20(3);1801;-;0.8;27;76.4;0.7;1.8;0.1;6.48
"225
Giovanni González
Mallorca, 29, D(CR)";;18(6);1648;-;1;5;-;0.3;74.8;1.3;1;6.48;;18(6);1648;2.1;0.8;1;0.1;1.6;1.2;0.1;-;6.48;;18(6);1648;-;1;0.3;0.5;0.4;0.7;0.1;0.4;0.4;6.48;;18(6);1648;1;0.5;26.1;74.8;0.3;2;-;6.48
"226
Unai López
Rayo Vallecano, 28, M(CR)";;19(4);1412;1;2;5;-;0.9;85.4;0.3;1;6.48;;19(4);1412;1.2;0.3;1.7;-;0.4;1;0.1;-;6.48;;19(4);1412;1;2;0.9;0.9;0.6;0.5;-;0.7;0.8;6.48;;19(4);1412;2;0.9;36.6;85.4;0.6;2.5;-;6.48
"227
Máximo Perrone
Las Palmas, 21, DMC";;14(8);1220;-;-;5;-;0.2;90.3;0.2;-;6.47;;14(8);1220;1.7;1;1;-;0.8;0.7;0.1;-;6.47;;14(8);1220;-;-;0.2;0.4;0.4;0.4;-;0.6;0.8;6.47;;14(8);1220;-;0.4;45;90.3;-;0.9;0.1;6.47
"228
Damián Suárez
Getafe, 35, D(R),M(R)";;16(1);1307;-;2;7;1;0.2;70.8;0.5;-;6.47;;16(1);1307;2.1;0.6;1.4;0.7;1.5;1.1;0.2;-;6.47;;16(1);1307;-;2;0.2;1;0.5;0.7;-;0.4;1.1;6.47;;16(1);1307;2;1;28.2;70.8;0.9;1.9;-;6.47
"229
Darwin Machís
Cadiz, 31, AM(LR)";;10(7);746;4;-;-;1;1.2;72;0.2;-;6.47;;10(7);746;1.2;0.2;0.6;-;0.1;0.6;0.1;-;6.47;;10(7);746;4;-;1.2;0.5;0.4;0.8;0.1;0.6;1.1;6.47;;10(7);746;-;0.5;12.2;72;0.7;0.8;-;6.47
"230
Boubakary Soumaré
Sevilla, 25, DMC";;15(2);1298;-;-;6;-;0.1;90.1;0.8;-;6.47;;15(2);1298;1.3;0.9;1.5;0.1;0.7;0.3;0.2;-;6.47;;15(2);1298;-;-;0.1;0.2;0.8;1;-;0.5;1.2;6.47;;15(2);1298;-;0.2;46.1;90.1;-;1.9;-;6.47
"231
José Giménez
Atletico, 29, D(CR)";;8(8);785;-;-;4;-;0.3;84.5;1.1;-;6.47;;8(8);785;0.8;0.5;0.8;0.3;3;0.3;0.4;-;6.47;;8(8);785;-;-;0.3;0.1;0.1;0.1;-;-;0.1;6.47;;8(8);785;-;0.1;24.1;84.5;-;1.8;-;6.47
"232
Alejandro Catena
Osasuna, 29, D(C)";;19(1);1686;1;1;6;1;0.5;81.6;2.1;-;6.46;;19(1);1686;0.9;0.6;1.5;1;4.2;0.7;0.6;-;6.46;;19(1);1686;1;1;0.5;0.2;0.2;0.6;0.1;0.2;0.1;6.46;;19(1);1686;1;0.2;45;81.6;-;5.1;0.1;6.46
"233
Abner
Real Betis, 23, D(L),M(L)";;13(4);1163;-;-;3;-;0.2;81.7;0.8;-;6.46;;13(4);1163;1.2;0.6;0.7;0.2;2.3;0.8;0.2;-;6.46;;13(4);1163;-;-;0.2;0.4;0.4;0.1;0.1;0.6;0.8;6.46;;13(4);1163;-;0.4;30.2;81.7;0.1;0.9;-;6.46
"234
Fermín López
Barcelona, 20, AM(C)";;6(13);677;2;-;2;-;1.2;82.7;0.2;-;6.46;;6(13);677;1.1;0.1;1.2;0.1;0.2;0.8;-;-;6.46;;6(13);677;2;-;1.2;0.4;0.7;0.5;0.1;0.6;1.4;6.46;;6(13);677;-;0.4;15.8;82.7;0.1;0.6;-;6.46
"235
Jon Moncayola
Osasuna, 25, D(R),M(CR)";;13(9);1145;-;2;2;-;0.4;80.3;0.5;-;6.46;;13(9);1145;0.8;0.5;0.8;-;0.7;0.6;0.2;-;6.46;;13(9);1145;-;2;0.4;0.6;0.2;0.4;-;0.3;0.5;6.46;;13(9);1145;2;0.6;26.7;80.3;1;1.5;-;6.46
"236
Abdón Prats
Mallorca, 31, FW";;9(13);900;5;1;3;-;0.9;58.4;1.4;-;6.45;;9(13);900;0.1;0.1;0.7;-;0.3;0.1;-;-;6.45;;9(13);900;5;1;0.9;0.5;0.3;0.6;0.1;0.4;1.6;6.45;;9(13);900;1;0.5;8.1;58.4;-;0.2;0.1;6.45
"237
Oriol Romeu
Barcelona, 32, DMC";;10(9);739;-;1;4;-;0.5;89.8;0.7;-;6.45;;10(9);739;1.3;0.4;0.7;0.1;0.7;0.4;0.1;-;6.45;;10(9);739;-;1;0.5;0.4;0.2;0.5;-;0.4;0.4;6.45;;10(9);739;1;0.4;34.1;89.8;0.1;1.1;0.1;6.45
"238
Largie Ramazani
Almeria, 23, AM(L),FW";;14(9);1299;3;4;6;1;1.5;63.5;0.1;1;6.45;;14(9);1299;0.5;1;1.2;-;0.3;0.9;0.1;-;6.45;;14(9);1299;3;4;1.5;0.9;1;0.8;0.3;1.2;1.6;6.45;;14(9);1299;4;0.9;10.6;63.5;0.2;0.7;0.1;6.45
"239
Assane Diao
Real Betis, 18, AM(R)";;13(4);1032;2;-;4;-;1.1;77.4;0.9;-;6.45;;13(4);1032;1.1;0.4;0.7;-;0.4;0.6;0.2;-;6.45;;13(4);1032;2;-;1.1;0.5;1.1;1.3;0.1;1.9;3.5;6.45;;13(4);1032;-;0.5;14.3;77.4;0.1;0.2;-;6.45
"240
Aimar Oroz
Osasuna, 22, AM(C)";;22(4);1922;1;1;3;-;0.7;81.9;0.7;-;6.44;;22(4);1922;1.3;0.4;1.4;-;0.3;0.8;-;-;6.44;;22(4);1922;1;1;0.7;0.8;0.9;1.5;0.1;1.3;2.1;6.44;;22(4);1922;1;0.8;31.8;81.9;-;0.9;-;6.44
"241
Javi Hernández
Cadiz, 25, D(CL)";;18(1);1581;-;1;5;-;0.8;72.7;1.1;-;6.44;;18(1);1581;0.9;0.5;1.4;0.4;2.3;0.6;0.4;-;6.44;;18(1);1581;-;1;0.8;1;0.5;0.4;-;0.6;0.9;6.44;;18(1);1581;1;1;28.9;72.7;1.3;1.9;-;6.44
"242
Carlos Benavídez
Deportivo Alaves, 25, DMC";;4(15);555;1;1;2;-;0.3;67.2;1.2;-;6.44;;4(15);555;1.6;0.7;1.2;-;0.8;0.4;0.2;-;6.44;;4(15);555;1;1;0.3;0.2;0.1;0.3;0.1;0.1;0.3;6.44;;4(15);555;1;0.2;12.7;67.2;-;1;-;6.44
"243
Fali
Cadiz, 30, D(C),DMC";;23;1946;-;-;10;-;0.3;75;1.1;-;6.44;;23;1946;1.3;0.9;0.8;0.6;3.7;0.5;0.9;-;6.44;;23;1946;-;-;0.3;0.2;0.1;0.6;-;-;0.3;6.44;;23;1946;-;0.2;31;75;-;3.3;-;6.44
"244
Cyle Larin
Mallorca, 28, AM(LR),FW";;13(11);1253;2;1;6;-;2.2;66.3;2.7;-;6.43;;13(11);1253;0.6;-;0.8;-;0.5;0.1;0.2;-;6.43;;13(11);1253;2;1;2.2;0.4;0.5;0.9;1;0.9;1.7;6.43;;13(11);1253;1;0.4;8;66.3;-;-;-;6.43
"245
Myrto Uzuni
Granada, 28, AM(LR),FW";;21(4);1855;7;1;2;-;1.8;77.2;0.4;-;6.43;;21(4);1855;0.4;0.1;0.8;-;0.2;0.8;0.1;-;6.43;;21(4);1855;7;1;1.8;0.6;0.5;0.5;0.6;1.2;1.3;6.43;;21(4);1855;1;0.6;8.8;77.2;0.2;0.2;-;6.43
"246
Beñat Turrientes
Real Sociedad, 22, M(C)";;10(7);891;-;1;3;-;0.8;82.9;0.6;-;6.43;;10(7);891;0.9;0.1;1.5;-;0.6;0.6;0.2;-;6.43;;10(7);891;-;1;0.8;0.4;0.8;1.2;-;0.2;0.9;6.43;;10(7);891;1;0.4;17.6;82.9;0.1;0.7;-;6.43
"247
Djibril Sow
Sevilla, 27, M(C)";;17(5);1401;1;1;5;-;0.7;86.5;0.6;-;6.42;;17(5);1401;1.3;0.7;1.2;-;0.3;0.7;0.1;-;6.42;;17(5);1401;1;1;0.7;0.6;0.2;0.8;0.1;0.1;1;6.42;;17(5);1401;1;0.6;28.9;86.5;-;0.8;-;6.42
"248
Umar Sadiq
Real Sociedad, 27, FW";;10(13);898;2;1;3;-;1.3;72;1;-;6.42;;10(13);898;0.5;-;1.7;-;0.4;0.1;-;-;6.42;;10(13);898;2;1;1.3;0.4;1.1;0.7;0.9;1.2;1.7;6.42;;10(13);898;1;0.4;6.5;72;-;0.1;-;6.42
"249
Javi Muñoz
Las Palmas, 29, M(C)";;21(4);1869;2;2;5;-;1;83;0.2;-;6.41;;21(4);1869;1.1;0.6;1.1;0.1;0.5;0.8;0.1;-;6.41;;21(4);1869;2;2;1;0.7;0.4;0.4;-;0.8;1.4;6.41;;21(4);1869;2;0.7;35.4;83;0.2;0.8;0.1;6.41
"250
Selim Amallah
Valencia, 27, AM(CL),FW";;7(7);556;-;1;3;1;0.7;75.7;0.8;-;6.41;;7(7);556;1.2;0.7;1.3;-;0.2;0.4;-;-;6.41;;7(7);556;-;1;0.7;0.3;1.3;1.6;0.1;1.1;1.8;6.41;;7(7);556;1;0.3;10.9;75.7;-;0.4;0.1;6.41
"251
Manu Morlanes
Mallorca, 25, DMC";;11(12);1045;-;1;2;-;0.4;83.8;0.5;-;6.41;;11(12);1045;1.3;0.3;0.5;-;0.7;0.7;-;-;6.41;;11(12);1045;-;1;0.4;0.5;0.7;0.7;-;0.4;0.5;6.41;;11(12);1045;1;0.5;20.9;83.8;0.2;1;0.1;6.41
"252
Gerard Gumbau
Granada, 29, DMC";;20(3);1707;-;3;10;-;1.1;78.3;0.6;-;6.41;;20(3);1707;1.3;0.6;1.6;-;0.9;1;0.1;-;6.41;;20(3);1707;-;3;1.1;1.3;0.3;0.9;-;0.4;0.5;6.41;;20(3);1707;3;1.3;38.7;78.3;1.1;3.5;0.1;6.41
"253
Portu
Girona, 31, M(CLR),FW";;6(15);675;3;3;-;-;0.4;82.8;0.2;-;6.41;;6(15);675;0.6;-;0.5;-;0.1;0.4;-;-;6.41;;6(15);675;3;3;0.4;0.4;0.1;0.4;0.2;0.4;0.8;6.41;;6(15);675;3;0.4;7.8;82.8;0.1;-;-;6.41
"254
Chimy Ávila
Osasuna, 30, AM(LR),FW";;10(7);869;1;3;3;2;1.6;72;0.6;-;6.41;;10(7);869;0.2;0.2;0.5;-;0.4;0.5;-;-;6.41;;10(7);869;1;3;1.6;1.2;0.3;1.2;0.2;0.1;0.7;6.41;;10(7);869;3;1.2;16.4;72;1.4;1.8;0.2;6.41
"255
Marc Cardona
Las Palmas, 28, FW";;6(11);534;3;1;2;-;0.8;77.3;0.3;-;6.40;;6(11);534;0.4;0.1;0.5;-;0.4;0.4;-;-;6.40;;6(11);534;3;1;0.8;0.2;0.4;0.9;0.6;0.5;1.1;6.40;;6(11);534;1;0.2;9.6;77.3;0.1;-;-;6.40
"256
Alberto Moreno
Villarreal, 31, D(L),M(L)";;11(9);1025;1;1;-;1;0.6;82.9;0.5;-;6.40;;11(9);1025;1.1;0.8;0.9;0.3;0.9;0.8;0.1;-;6.40;;11(9);1025;1;1;0.6;0.5;0.3;0.6;0.3;0.1;0.7;6.40;;11(9);1025;1;0.5;19.9;82.9;0.4;1.7;-;6.40
"257
Djené Dakonam
Getafe, 32, D(CR),DMC";;21(2);1698;-;-;10;1;0.2;77.4;1.2;-;6.40;;21(2);1698;0.9;0.7;1.8;0.6;1.9;0.3;0.3;-;6.40;;21(2);1698;-;-;0.2;0.2;0.7;1;-;0.5;0.6;6.40;;21(2);1698;-;0.2;28.3;77.4;0.3;1.9;-;6.40
"258
Hugo Guillamón
Valencia, 24, D(C),DMC";;9(9);958;1;-;4;-;0.2;80.2;0.7;-;6.40;;9(9);958;1.1;0.4;1.4;-;1.2;0.3;0.2;-;6.40;;9(9);958;1;-;0.2;0.2;-;0.7;-;0.3;0.3;6.40;;9(9);958;-;0.2;25.8;80.2;-;2.3;0.1;6.40
"259
Étienne Capoue
Villarreal, 35, D(C),M(CL)";;13(11);1220;-;1;6;-;0.5;87;0.8;-;6.40;;13(11);1220;1;0.8;0.6;-;0.9;0.3;0.2;-;6.40;;13(11);1220;-;1;0.5;0.4;0.6;1.4;0.1;0.6;1.1;6.40;;13(11);1220;1;0.4;27.6;87;-;1.5;-;6.40
"260
Nacho
Real Madrid, 34, D(CLR)";;11(7);1066;-;-;1;2;0.2;92.5;0.9;-;6.39;;11(7);1066;0.6;0.5;0.8;0.1;1.7;0.3;0.4;-;6.39;;11(7);1066;-;-;0.2;0.2;-;0.5;0.1;-;0.3;6.39;;11(7);1066;-;0.2;41.4;92.5;0.1;1.4;-;6.39
"261
Omar Alderete
Getafe, 27, D(C)";;15(6);1271;-;1;5;1;0.7;60.6;1.8;-;6.39;;15(6);1271;0.8;0.3;0.9;0.6;3.5;0.4;0.6;-;6.39;;15(6);1271;-;1;0.7;0.4;0.2;0.4;-;0.2;0.2;6.39;;15(6);1271;1;0.4;25.1;60.6;-;3.2;-;6.39
"262
Luca de la Torre
Celta Vigo, 25, M(CLR)";;19(5);1639;1;4;1;1;0.7;82.4;0.5;-;6.38;;19(5);1639;1.4;0.4;1.5;-;0.6;0.8;0.1;-;6.38;;19(5);1639;1;4;0.7;0.6;0.4;0.7;0.2;0.9;1.4;6.38;;19(5);1639;4;0.6;24.4;82.4;-;0.1;-;6.38
"263
Abde Ezzalzouli
Real Betis, 22, AM(L)";;5(12);674;1;-;1;-;1.4;73.5;0.7;-;6.38;;5(12);674;0.6;0.2;0.4;-;0.2;0.4;-;-;6.38;;5(12);674;1;-;1.4;0.1;1.1;0.6;0.1;1.2;1.2;6.38;;5(12);674;-;0.1;13.8;73.5;0.1;0.2;0.1;6.38
"264
José Arnaiz
Osasuna, 28, AM(L),FW";;5(12);572;1;1;1;-;1.3;81.7;0.4;-;6.38;;5(12);572;0.5;0.2;0.3;-;0.1;0.7;-;-;6.38;;5(12);572;1;1;1.3;0.7;0.4;0.8;0.2;0.8;1.1;6.38;;5(12);572;1;0.7;9;81.7;0.6;0.2;-;6.38
"265
Óliver Torres
Sevilla, 29, M(CLR)";;12(9);1139;-;-;3;-;0.3;84.8;0.4;-;6.38;;12(9);1139;1.2;0.1;1;-;0.1;1.3;0.1;-;6.38;;12(9);1139;-;-;0.3;0.8;0.4;0.8;0.3;0.8;0.7;6.38;;12(9);1139;-;0.8;28.5;84.8;0.5;1.6;-;6.38
"266
Raúl de Tomás
Rayo Vallecano, 29, FW";;12(7);1009;1;2;4;-;1.5;80.9;1.1;-;6.37;;12(7);1009;0.4;0.1;1.1;-;0.3;0.2;-;-;6.37;;12(7);1009;1;2;1.5;0.3;0.9;1.2;0.4;1.2;1.9;6.37;;12(7);1009;2;0.3;10.7;80.9;-;0.7;-;6.37
"267
Jaime Mata
Getafe, 35, AM(L),FW";;15(8);1100;3;-;5;1;0.6;69;1.5;1;6.37;;15(8);1100;0.8;0.5;1.7;-;0.7;0.5;-;-;6.37;;15(8);1100;3;-;0.6;0.5;0.1;0.7;0.8;0.5;1.3;6.37;;15(8);1100;-;0.5;14.6;69;0.2;0.3;-;6.37
"268
Rodri
Real Betis, 23, AM(CLR)";;7(12);816;-;-;-;-;0.8;84.4;-;-;6.36;;7(12);816;0.7;0.4;0.2;0.1;0.1;0.5;-;-;6.36;;7(12);816;-;-;0.8;0.5;0.8;1.1;0.2;0.7;1.2;6.36;;7(12);816;-;0.5;20.9;84.4;0.3;0.7;0.1;6.36
"269
Iddrisu Baba
Almeria, 28, DMC";;13(8);1290;-;-;5;-;0.4;84;1.3;-;6.36;;13(8);1290;2;0.5;1.2;-;1.1;0.9;0.2;-;6.36;;13(8);1290;-;-;0.4;0.3;0.6;1.5;-;0.3;0.7;6.36;;13(8);1290;-;0.3;28.3;84;0.1;1.6;-;6.36
"270
Jaume Costa
Mallorca, 35, D(LR),M(L)";;14(8);1232;-;-;6;-;0.2;75.9;0.5;-;6.35;;14(8);1232;1.5;0.6;1;0.1;1;0.5;0.2;-;6.35;;14(8);1232;-;-;0.2;0.4;0.3;0.8;-;0.2;0.5;6.35;;14(8);1232;-;0.4;19.6;75.9;0.4;0.9;-;6.35
"271
Toni Lato
Mallorca, 26, D(L),M(L)";;10(9);1001;-;1;2;-;0.2;75.7;0.3;-;6.35;;10(9);1001;1.2;0.6;0.7;-;0.8;0.4;0.1;-;6.35;;10(9);1001;-;1;0.2;0.3;0.3;0.8;0.1;0.2;0.6;6.35;;10(9);1001;1;0.3;18.4;75.7;0.3;0.8;-;6.35
"272
Carlos Neva
Granada, 27, D(L),M(L)";;24;2074;-;2;3;-;0.1;76.7;0.8;-;6.35;;24;2074;1;0.5;0.5;0.5;2.5;0.8;0.4;-;6.35;;24;2074;-;2;0.1;0.6;0.2;1.3;-;0.3;0.8;6.35;;24;2074;2;0.6;34.8;76.7;0.5;1.6;-;6.35
"273
Omar Mascarell
Mallorca, 31, D(C),DMC";;11(7);975;-;-;3;1;0.2;81.2;1.4;-;6.34;;11(7);975;1.3;1.2;1.4;-;1.1;0.6;0.1;-;6.34;;11(7);975;-;-;0.2;0.1;0.3;0.6;-;0.3;0.2;6.34;;11(7);975;-;0.1;26.8;81.2;-;2.2;-;6.34
"274
Ianis Hagi
Deportivo Alaves, 25, AM(CLR)";;6(10);571;-;1;2;-;1.3;74.3;0.4;-;6.34;;6(10);571;0.6;0.1;0.4;0.1;0.2;0.4;-;-;6.34;;6(10);571;-;1;1.3;1;0.6;1;0.1;0.6;0.6;6.34;;6(10);571;1;1;10.4;74.3;0.6;0.6;0.2;6.34
"275
André Ferreira
Granada, 27, GK";;14(1);1339;-;-;1;-;-;66.3;0.5;-;6.34;;14(1);1339;-;-;0.1;-;1.2;0.1;-;-;6.34;;14(1);1339;-;-;-;-;-;0.1;-;0.1;0.1;6.34;;14(1);1339;-;-;27.3;66.3;-;5.8;-;6.34
"276
Óscar Trejo
Rayo Vallecano, 35, M(CLR),FW";;12(10);953;-;-;3;-;0.5;84.2;0.4;-;6.34;;12(10);953;1;0.2;1.4;-;0.3;0.3;-;-;6.34;;12(10);953;-;-;0.5;0.6;1;1;0.1;1.9;1.5;6.34;;12(10);953;-;0.6;22.1;84.2;0.2;0.4;-;6.34
"277
Dimitri Foulquier
Valencia, 30, D(CLR),M(R)";;10(11);1095;-;-;2;-;0.3;71.8;0.3;-;6.34;;10(11);1095;1.2;0.5;0.9;0.1;1.2;0.2;-;-;6.34;;10(11);1095;-;-;0.3;0.3;0.7;0.5;0.1;0.6;0.8;6.34;;10(11);1095;-;0.3;22.5;71.8;-;0.8;-;6.34
"278
Nahuel Tenaglia
Deportivo Alaves, 28, D(CR)";;5(10);478;1;-;2;-;0.3;73.2;0.9;-;6.34;;5(10);478;0.9;0.4;0.5;0.3;1.9;0.3;0.1;-;6.34;;5(10);478;1;-;0.3;0.2;0.1;0.3;0.1;0.1;0.2;6.34;;5(10);478;-;0.2;9.5;73.2;0.1;0.7;-;6.34
"279
Marvin Park
Las Palmas, 23, M(R)";;10(11);1120;-;2;3;-;0.5;80.7;0.5;1;6.34;;10(11);1120;1.1;0.3;1.2;0.1;0.5;0.6;0.1;-;6.34;;10(11);1120;-;2;0.5;0.4;0.8;0.7;0.1;0.7;1.6;6.34;;10(11);1120;2;0.4;19.5;80.7;0.3;0.2;-;6.34
"280
Gonzalo Escalante
Cadiz, 30, DMC";;13(5);1220;-;2;1;1;0.4;75.3;1.3;-;6.32;;13(5);1220;1.6;1.1;1.4;-;1.6;1.3;0.2;-;6.32;;13(5);1220;-;2;0.4;0.4;0.1;0.6;0.1;0.4;0.7;6.32;;13(5);1220;2;0.4;26.1;75.3;-;1.6;-;6.32
"281
Iván Alejo
Cadiz, 29, AM(R)";;20(3);1560;-;2;13;-;0.4;62.8;0.7;-;6.32;;20(3);1560;1.5;0.2;1.9;-;0.7;1.6;-;-;6.32;;20(3);1560;-;2;0.4;0.5;0.8;1.8;0.3;1.1;2.1;6.32;;20(3);1560;2;0.5;11.6;62.8;1.1;0.7;-;6.32
"282
José Luís Morales
Villarreal, 36, D(R),M(CLR),FW";;8(12);878;6;-;-;-;1;76.3;0.1;1;6.32;;8(12);878;0.3;0.3;0.2;-;0.1;0.5;-;-;6.32;;8(12);878;6;-;1;0.2;0.4;0.2;0.5;0.4;0.9;6.32;;8(12);878;-;0.2;7.8;76.3;0.1;0.3;0.1;6.32
"283
Iker Muniain
Athletic Club, 31, AM(CLR)";;3(11);391;1;-;1;-;0.8;89.1;0.1;-;6.31;;3(11);391;0.3;-;0.4;-;-;-;-;-;6.31;;3(11);391;1;-;0.8;0.5;0.6;0.5;-;0.6;0.6;6.31;;3(11);391;-;0.5;17;89.1;0.4;0.5;0.1;6.31
"284
Tasos Douvikas
Celta Vigo, 24, AM(R),FW";;4(18);591;4;-;1;-;0.7;61.7;1.2;1;6.31;;4(18);591;0.5;-;0.5;-;0.3;0.2;0.1;-;6.31;;4(18);591;4;-;0.7;0.1;0.3;1;0.1;0.6;1.2;6.31;;4(18);591;-;0.1;5.2;61.7;-;-;-;6.31
"285
Chumi
Almeria, 24, D(CR)";;18(4);1669;-;1;3;-;0.1;86.6;1.5;-;6.31;;18(4);1669;1.2;0.5;0.8;0.5;3.1;0.2;0.8;-;6.31;;18(4);1669;-;1;0.1;0.2;0.1;0.2;-;0.1;0.5;6.31;;18(4);1669;1;0.2;36.4;86.6;-;1.7;-;6.31
"286
Unai Gómez
Athletic Club, 20, Midfielder";;4(13);408;2;-;1;-;0.5;72.9;0.3;-;6.30;;4(13);408;0.5;0.1;0.3;-;0.4;0.2;-;-;6.30;;4(13);408;2;-;0.5;0.3;0.4;0.6;-;0.5;0.4;6.30;;4(13);408;-;0.3;6.3;72.9;0.1;0.2;-;6.30
"287
Juan Cruz
Osasuna, 31, D(CL)";;14(4);1315;-;1;3;-;0.1;81.3;0.9;-;6.30;;14(4);1315;1.2;0.4;0.9;0.6;1.7;0.3;0.4;-;6.30;;14(4);1315;-;1;0.1;0.3;0.1;0.2;0.1;0.1;0.4;6.30;;14(4);1315;1;0.3;33.8;81.3;0.2;1.6;-;6.30
"288
Álex Fernández
Cadiz, 31, M(CL),FW";;9(10);876;-;-;2;-;0.3;85.6;0.5;-;6.30;;9(10);876;0.5;0.6;0.2;0.1;1.2;0.3;0.2;-;6.30;;9(10);876;-;-;0.3;0.3;0.2;0.5;-;0.4;0.4;6.30;;9(10);876;-;0.3;20.8;85.6;0.4;0.8;-;6.30
"289
Arsen Zakharyan
Real Sociedad, 20, M(CLR)";;9(9);716;-;1;1;-;1.1;72.8;0.6;-;6.29;;9(9);716;0.6;0.1;0.6;-;0.2;0.3;-;-;6.29;;9(9);716;-;1;1.1;0.8;0.3;0.3;0.1;0.3;0.8;6.29;;9(9);716;1;0.8;14.5;72.8;0.8;0.6;-;6.29
"290
Sergio Camello
Rayo Vallecano, 23, FW";;13(9);1106;2;1;2;-;0.9;77.4;0.2;1;6.29;;13(9);1106;0.5;-;0.6;-;0.5;0.1;-;-;6.29;;13(9);1106;2;1;0.9;0.6;0.5;0.4;0.1;0.9;1.6;6.29;;13(9);1106;1;0.6;11.3;77.4;-;0.2;0.1;6.29
"291
Fran Beltrán
Celta Vigo, 25, DMC";;17(4);1454;-;-;2;-;0.5;83;0.3;-;6.29;;17(4);1454;1.6;0.7;0.9;0.1;0.8;1.1;-;-;6.29;;17(4);1454;-;-;0.5;0.2;0.3;0.5;-;0.4;0.8;6.29;;17(4);1454;-;0.2;32.2;83;-;1.2;-;6.29
"292
Roman Yaremchuk
Valencia, 28, FW";;6(11);567;2;-;1;-;0.7;70.4;1.1;-;6.29;;6(11);567;0.2;-;0.3;0.1;0.3;0.1;-;-;6.29;;6(11);567;2;-;0.7;0.2;0.2;0.5;0.6;0.8;0.9;6.29;;6(11);567;-;0.2;7.9;70.4;-;0.1;-;6.29
"293
Pablo Ibáñez
Osasuna, 25, M(C)";;7(15);682;1;1;4;-;1;76.8;1;1;6.29;;7(15);682;0.7;0.2;0.8;-;0.3;0.3;-;-;6.29;;7(15);682;1;1;1;0.4;0.2;0.4;-;0.3;0.5;6.29;;7(15);682;1;0.4;12;76.8;0.1;0.2;-;6.29
"294
Raúl Torrente
Granada, 22, D(C)";;11(3);1034;-;-;3;-;0.2;79.7;1.2;-;6.27;;11(3);1034;1.7;0.6;1;0.6;3.6;0.3;0.6;1;6.27;;11(3);1034;-;-;0.2;0.2;-;0.5;0.1;0.1;-;6.27;;11(3);1034;-;0.2;45.5;79.7;-;3.4;-;6.27
"295
Abde Rebbach
Deportivo Alaves, 25, AM(L)";;6(12);610;1;-;1;-;0.8;65;0.3;-;6.27;;6(12);610;0.4;0.2;0.6;-;0.3;0.5;0.1;-;6.27;;6(12);610;1;-;0.8;0.8;0.4;0.4;0.1;0.7;1.2;6.27;;6(12);610;-;0.8;6.8;65;0.6;0.2;-;6.27
"296
Rafa Mir
Sevilla, 26, FW";;3(12);384;2;-;1;-;1;70.6;0.8;-;6.26;;3(12);384;0.1;0.1;0.6;-;0.1;0.1;-;-;6.26;;3(12);384;2;-;1;0.3;0.1;0.3;0.2;0.2;0.6;6.26;;3(12);384;-;0.3;5.7;70.6;0.1;0.1;-;6.26
"297
Carles Aleñá
Getafe, 26, AM(CLR)";;9(13);788;1;1;4;-;0.6;79.5;0.5;-;6.25;;9(13);788;0.7;0.1;0.6;-;0.4;0.5;0.1;-;6.25;;9(13);788;1;1;0.6;0.6;0.1;0.6;0.1;0.7;1;6.25;;9(13);788;1;0.6;12;79.5;0.4;0.6;-;6.25
"298
Raúl García
Osasuna, 23, FW";;7(16);744;3;-;3;-;0.8;61.1;1.3;-;6.24;;7(16);744;0.3;0.1;0.4;-;0.4;0.2;-;-;6.24;;7(16);744;3;-;0.8;0.3;0.2;0.4;0.3;0.5;1;6.24;;7(16);744;-;0.3;7.6;61.1;-;0.2;-;6.24
"299
Valery Fernández
Girona, 24, D(R),M(L)";;2(19);438;2;-;1;-;0.2;89.2;0.1;-;6.24;;2(19);438;0.4;-;0.2;-;0.1;0.1;-;-;6.24;;2(19);438;2;-;0.2;0.2;0.3;0.6;0.1;0.3;0.7;6.24;;2(19);438;-;0.2;8;89.2;0.1;-;-;6.24
"300
José Ángel Carmona
Getafe, 22, D(CR),M(R)";;8(10);678;1;1;5;-;0.4;73.6;0.6;-;6.24;;8(10);678;0.7;0.4;1.2;0.2;0.4;0.6;0.1;-;6.24;;8(10);678;1;1;0.4;0.4;0.2;0.6;0.2;0.5;1.1;6.24;;8(10);678;1;0.4;10.9;73.6;0.2;0.2;-;6.24
"301
Bebé
Rayo Vallecano, 33, AM(LR),FW";;0(14);128;2;-;1;-;0.8;66;0.1;-;6.24;;0(14);128;0.1;-;-;-;-;0.2;-;-;6.24;;0(14);128;2;-;0.8;0.1;0.6;0.1;0.2;0.1;0.5;6.24;;0(14);128;-;0.1;3.4;66;0.3;0.4;-;6.24
